-1.920959402550977746e+00,1.791913251395565454e-01,5.235741357428199905e+00,-2.402049949043410404e+00,4.334882765726939091e+00,5.172436655864984800e+00,-1.575226370413425614e-01,7.267105027292018349e+00
-1.670053060802139944e-01,-4.410070856034525866e-01,5.231509839137842288e-01,7.587967099573534879e-01,1.659164177087010916e+00,3.311925215315419280e+00,2.425050972095573520e+00,7.250478101618899052e-01
-1.884704018228028910e-01,2.356601145098529415e-01,1.574480719102052451e+00,-3.884730310681353549e-01,5.410867321709434026e-03,1.631620163024684933e+00,1.919106626400457039e+00,7.723188342263919148e-01
2.682245936658216034e-02,1.803387672190211177e-01,3.569147233990370149e-01,4.405131640810308058e-01,-4.027844532569754277e-01,5.379744960788186425e-01,1.194561643923634620e+00,7.034181688314286029e-01
-2.811259649367965907e-01,2.486110273042185237e-01,1.362700211934683381e+00,-7.613078513611698517e-02,-4.110910180673057468e-01,1.353698292384347468e+00,1.763047372160394533e+00,5.549653453271172765e-01
4.204017770425802603e+00,4.471175894387418914e+00,-7.078445297815837145e-02,-3.757446996845314580e+00,2.393142595019368546e+00,1.381006556903477955e+00,2.069332911007650377e+00,4.180720705771147072e-01
-1.067022902367110726e+00,8.641427676459598750e-01,1.741975064739009316e+00,8.606996503095503126e-01,-1.267574821007368513e+00,2.512351990688995507e+00,2.366664815920682674e+00,1.870686052488994555e+00
-3.220198617926514628e-02,-1.900915224775414358e-01,1.008770903044755168e-01,1.192587572985654709e-01,1.848896980613346994e-02,4.005139785541959041e-01,2.121861041866386077e-01,1.884827938209942544e-01
3.815683648577466447e-01,2.702538789395262375e-01,1.058840171311857953e-01,-4.244810728154477797e-01,2.410911116828971523e-01,3.935619478424118856e-01,5.492112459029194760e-01,-3.864834797445603765e-01
1.065040721083989173e+00,1.914788946763601007e+00,1.049167650318017397e+00,-3.140276398853048878e+00,2.151227698355674622e+00,4.637600995930958092e+00,2.220086029793428839e+00,-8.594947876792428110e-01
-1.352569130239423378e+00,2.774302030237471239e+00,2.399937166011582246e+00,5.835072836297499066e-01,-1.367519066455443078e+00,4.001943693187686613e+00,3.408260879035873270e+00,4.306936720916956673e+00
3.380224653712705085e-01,-3.934222535331398651e-01,4.409271869348317940e-01,2.544624312576444503e-01,2.673277211512838925e-01,4.747390832136124117e-01,7.169264210426692374e-01,-1.731437922051983491e-01
-1.790448000428270653e-02,-3.603671967257267572e-01,1.829361106119132552e-01,3.620849912714529384e-01,4.494746506924980622e-02,8.149493694954574874e-01,3.199539029762686337e-01,1.151643806395384051e-01
9.918946241377116779e-01,6.275140288315680381e-01,5.063644866591986149e-02,9.295551186614396943e-01,-1.736557575720980573e-01,2.116619804153446471e-01,9.992425477351335461e-01,3.716290736858665067e-01
3.430066675136463905e-01,1.517184233462149506e-02,2.889352856458722862e-01,-8.679747265302757697e-02,1.040029783892486154e-01,8.674777363319828849e-01,6.515302456791007835e-01,-3.109188615320329641e-01
3.321888938283182657e+00,3.120453978794154093e+00,-3.189962212160509236e-01,-1.286617526919044685e-01,9.579542329297365821e-01,-3.901556592203883067e-01,3.478110534046574553e+00,2.228528011065991077e+00
2.340466248147925546e-02,1.506797778386812059e+00,-1.167856309320175617e-01,3.695085730742309060e+00,-2.042606009650322019e+00,3.302465640472035169e+00,5.292616490451469424e-01,5.314623601951830700e+00
1.009758991030820452e+00,1.818673820491054430e-02,1.994555755360113980e-01,-1.188626916293651463e-02,4.586523467595903236e-01,-4.430284652814606844e-02,1.441235554549193276e+00,4.327792276177543918e-01
3.679293043355588710e-01,-4.886047541653777519e-03,1.172714105422226094e+00,-3.532986274951690486e-01,2.917137686392818341e-01,6.676418002047870282e-01,1.717388635928873919e+00,2.448012644176047192e-01
5.013132207895660830e-01,5.380907704147618320e-01,2.260605056754313724e-01,-4.942587118416946756e-01,1.929614224953443147e-01,6.241826818646247776e-01,9.882613058582876420e-01,-4.790992374004380272e-01
2.601804991994813854e+00,3.980233408415055685e+00,3.449886012526295787e+00,-2.588317729210231732e+00,1.828906616987634903e+00,1.702017015835858738e+00,1.443459186613376133e+00,1.957620888604099552e+00
1.760838606146510887e+00,1.519438586842808636e+00,-3.095969407117646899e-01,2.478281226863648656e-01,-1.518846025605619376e-01,1.017904141047038413e+00,2.847196240215392304e+00,5.854459765432639129e-01
4.916373898799792919e-01,4.048154902406894684e-01,5.639429052760431410e-02,-3.706008172482845309e-01,1.022807798705036991e-01,5.495925869615473358e-01,9.448715286357420862e-01,-1.525630240430392859e-01
