-4.347846344936860064e+00,-2.163626966547221198e+00,3.825725677616260700e+00,3.201310062585357219e+00,4.934354853373248417e+00,-7.209183983879067448e+00,1.484432255906080966e+00,1.683143873870577067e+00,2.718567722441574741e+00,2.407214663994801995e+00,2.503159782032822633e+00,3.115843916825300486e+00,8.438709403686028843e-01,-1.269021374172611738e+00,4.671078086708641663e+00,3.130446581074931789e+00,-1.298079605427094663e+00,2.104317555476596713e+00,2.708195163475972222e+00,-4.883025297672084264e+00,-1.258719481142284602e+00,1.559398362423892292e+00,4.467109108879403934e+00,2.209092527902987602e+00,5.499962319827293555e+00,-2.614521330227063955e-02,6.550394839316875384e-01,-4.460004716211303233e+00,1.513313991336761477e+00,5.051263030147978839e+00,4.565890034181830259e+00,-2.437653941961197113e+00
4.237692326257700981e-01,3.952647312978038729e-01,1.285369691852442653e+00,-5.565342528796625166e-01,3.735062951761400463e+00,1.291871048027023461e+00,1.237665185982885552e+00,1.995545700217165042e-01,2.272813301392287710e-01,7.737799177160976927e-03,1.212349945231804144e-01,1.355327912938780299e+00,1.325763004292553671e+00,1.855818667361873064e+00,2.635156233528551883e+00,1.099629935853926765e+00,2.518784262146040565e+00,8.129318180816524908e-01,2.017186703268547543e+00,-2.593204456559152216e-01,5.813266553587581598e-01,1.526143806924814772e+00,1.247462364267729829e+00,-5.125566810535213680e-01,1.845313708206383074e+00,-2.490544570060328589e+00,1.863070378199139787e-01,8.738275244375763862e-01,1.649291980072307595e+00,1.834982857306789672e+00,1.418205179256462944e+00,8.369766361678182554e-01
-9.410692877526230515e-02,8.866806695992880682e-02,5.687046549247571914e-01,-1.383491644427979061e-01,1.228676395543623290e+00,2.009713990305899589e+00,7.796514139771301144e-01,9.672511698922720003e-01,7.381493664017826362e-01,1.973427846333231761e+00,6.706340696436292603e-01,-8.609304693446155621e-02,3.372695161127689523e-01,9.873127873927066700e-01,9.375991616578074339e-01,2.273199770205198700e+00,9.350121052985396197e-01,1.337983340051136949e+00,1.563290851047058061e-01,1.078450978379381864e+00,9.306578930895763602e-01,-3.007060927791451177e-01,4.738889258919882219e-01,9.582117357946342562e-01,1.278755924037029867e+00,-2.891487250783888463e-01,8.512071645948608989e-01,1.095832530644802683e+00,8.500246381861004119e-01,3.805020954724776944e-02,1.229386386651974972e+00,-1.586956934810319408e+00
2.455800293353093133e-01,1.996899266739529111e-01,6.271338307800072842e-02,-2.567893373268014812e-01,-3.075336054276524289e-02,4.001956095818224313e-01,5.337483182329663123e-01,2.610552455173200531e-02,2.547189479858717465e-01,1.017169145878111525e-01,2.435061576982368858e-01,2.482607762885348512e-02,-1.650183474033902475e-01,1.547264834018305391e-01,2.280456761867409310e-01,1.089963473289671914e+00,3.233401840598748023e-01,4.347495712361275633e-01,3.204064313773747896e-01,3.466912669169601169e-01,5.883468887924899748e-01,-9.405495508851535735e-02,2.136573817836028566e-01,1.933144436046070613e-01,7.132714538466464749e-01,2.904734099441992345e-01,4.656349561983511021e-01,8.777857915992831606e-01,3.019056569015626246e-01,3.608993349385911098e-01,3.784210586597438475e-01,-4.263102076039976263e-01
-1.099494833448700776e-01,5.424875342509027920e-02,-3.813980651713924641e-01,-1.213524394465810285e-01,5.840971504896437239e-01,9.316031601616713287e-01,5.721667547299263967e-01,1.099516914557283620e+00,5.523297653565861776e-01,3.097923722637296318e-01,1.032770564021738835e+00,4.047356713749633572e-01,1.101418813609014447e-01,4.735640493625309921e-01,8.734000842295169820e-01,1.953735717091680479e+00,4.594040674884588005e-01,1.585169452035479765e+00,3.930946768818194270e-01,6.887230845745972996e-01,7.538138785209193005e-01,3.592049985856401312e-02,4.684980790800243877e-01,5.592935243715760341e-02,8.440533558167785388e-01,-6.461709085579723233e-01,1.019294917720340976e+00,1.276010384165666700e+00,5.256699608243129429e-01,4.113103106971343625e-01,1.081469974775766785e+00,-1.247557201323465925e+00
9.338716329515156511e-01,5.018761842158077080e-01,1.337055089242876749e+00,3.127181150653401520e+00,1.014781472283750707e+00,3.318220464124734814e+00,-9.715097984072696979e-01,8.015873433920317481e-01,1.213668015601925942e+00,2.678703946227697141e+00,2.492799142017089853e+00,1.536572760474467225e-01,1.668931405672908763e+00,-8.193022139512439184e-01,3.607761952313767395e+00,8.458734659804852118e-02,-2.795421100912660606e+00,-3.735422074196012021e-01,2.284623041045011238e+00,-2.642392563632563474e-01,-9.191907649618354936e-01,1.886411548538291072e+00,3.638993590450219973e+00,1.138269748111171292e-01,2.009093574517656133e+00,1.676084137244476358e+00,9.367068670426224042e-01,4.022502746858554801e+00,1.393353666973830451e+00,-9.016935023422709139e-02,1.791754911381319593e+00,4.364863824144803672e+00
6.385438174935533784e-01,2.786603810941509773e-01,2.004460713681820216e+00,1.411629206061952579e-01,-4.643042248948378026e-01,1.286630319366405262e+00,1.482218149439937571e+00,3.726674627724870237e-01,7.000084550880126821e-01,4.027854154065162451e-01,1.185226465686282760e+00,7.868817289259375514e-01,1.167202671029791972e-01,2.511234366858576816e+00,1.088225974938759499e+00,3.413008840710926695e+00,2.389864711490966021e-02,1.858251680266491679e+00,1.055926182181078365e-01,1.054129925378654686e+00,6.997402108647033936e-01,-2.027123343770881880e-01,5.361085366687249332e-01,3.892758525749888121e-01,2.601532475572441605e+00,1.064482423729976812e+00,8.626725862822239022e-02,1.183699439907386575e+00,6.747219372975238327e-02,1.416178101125123767e+00,1.849413450155741101e+00,-9.703543217584862379e-01
2.044949208825738995e-01,1.923055995691801134e-01,3.973963711120693798e-01,-1.776141803067890212e-01,4.838604915614044266e-01,-9.959059760351746116e-03,-5.780519059020179651e-02,1.745614802502534479e-01,1.414579443446598028e-01,1.200609221864738368e-01,1.337680080881188949e-01,1.027770662734952579e-02,1.998273857519360097e-01,1.703068217680928260e-03,2.714912347088085376e-01,2.979405151867781654e-01,4.599169792532166734e-01,1.758288363926215903e-01,2.447863182458442644e-01,-2.716767241311620132e-02,1.658120783804296339e-01,2.293694885791981164e-01,3.592925200857000068e-01,-3.431375475194317071e-01,2.127865897200550971e-01,-3.392873908400799166e-01,1.619630058756707236e-01,-1.096978450256336085e-01,1.578604905399617619e-01,1.614485675721694102e-01,3.738744398334875041e-01,2.300757094119910279e-02
6.193086191308082578e-01,-3.970167952009955314e-01,-1.817300818609658142e-01,2.248273916387093785e-01,4.050045850525592628e-01,6.362317967631032634e-01,-2.902528801311306528e-01,2.452470701297745914e-01,-2.001423297296134676e-02,1.742494208626792773e-01,2.819794711657251929e-01,-1.167058381572659981e-01,3.967374954383868224e-01,4.730278095187698262e-01,4.465142655938822425e-01,3.248586121101394442e-01,-7.262636499867410056e-02,5.860436655714397203e-01,4.028008343779918565e-01,-7.037791160052263295e-02,8.149547343840905789e-02,4.713512378037760242e-01,5.227470637104335571e-01,3.207712766488377554e-01,-1.177827491593005510e-01,-1.405673854981694670e-01,1.858109936092039449e-01,4.812616093676909124e-01,-8.445970230308548488e-02,-1.658993356577440903e-01,1.244050616032867373e-01,5.778304626450696951e-02
2.623860731468922403e+00,-6.382174755405313205e-01,3.507009243155101430e-01,3.307078791440539067e+00,1.449189082588187683e+00,3.407228088469559157e+00,-4.509880616618773819e-01,2.651510203531233678e+00,-2.511232347475834681e-01,1.396709747791375467e+00,3.822703262340506059e-01,-6.084375552553292765e-01,2.031542583910262323e+00,2.508870524883074271e+00,2.951032032297378205e+00,2.356457820501901002e-01,-4.754915456674279617e-01,2.171442561252765024e+00,3.443224427531740517e+00,-5.296513136853610026e-01,-1.271806082402550109e+00,2.929329601452177911e+00,1.218054522582561860e+00,1.159204163705669144e+00,2.395395278384011117e+00,-1.226924366436049407e+00,-3.911576216430220354e-01,2.971052919559731720e+00,4.792619629890352284e-01,2.483470031043863990e+00,-3.397879522996399837e-01,8.119508423186500012e-01
4.540019948853399323e-01,-1.503378585020081371e+00,3.278938435216728120e+00,6.496658240203529999e-01,3.050633094230643660e-01,4.052552928543965427e-01,2.333068214076077229e+00,-1.289707868433629834e+00,1.149327822284337275e+00,1.011331228855310904e+00,2.119299831882508034e+00,3.417001775968123933e+00,2.250203937788601394e+00,2.794790232406376251e+00,2.424547162137715706e+00,5.042879086363555530e+00,4.442231108139105267e-02,2.500830109962651981e+00,7.405221074721060059e-01,1.040858313149127135e+00,1.579488231577722113e+00,-1.733971138361656283e+00,-2.236305973089896260e-01,1.480405794665488273e+00,4.470302680726166322e+00,1.811041501840141565e+00,-2.474322007496755627e-01,1.925750812157930980e+00,1.216520099359527540e+00,2.650324257836266906e+00,2.566776052720916468e+00,-9.840554166156422200e-01
-9.501935607470649719e-03,4.625490343845727326e-01,-3.727960848635362701e-01,-4.171209899884463501e-02,6.576985563431756443e-01,3.653813542824159155e-01,3.464639928221471266e-01,5.992024213129601984e-01,3.245268361777524646e-01,4.740864194954043098e-01,4.363874405666229306e-01,-3.500798560323501452e-01,-2.444193750685661470e-01,7.111884913737152036e-01,4.339417685368294197e-01,7.426647963005732489e-01,2.636925508641767002e-01,4.889087651109735866e-01,5.964888709562765623e-01,-1.510146644332368560e-01,5.754531458853987536e-01,1.685691097401279814e-01,-8.810702519364491114e-02,4.022761064505947504e-01,-2.517196685042547011e-01,-3.459453088022785283e-01,6.705450315008656403e-01,4.027182048100986234e-01,5.343805430429556802e-01,-1.333394031771398536e-01,2.150333893857635514e-01,-2.186378279809574054e-01
2.303828173789435885e-01,2.946930467771181616e-01,1.885248900766041957e-01,-4.357817005605825744e-01,4.863871566500390653e-01,-7.617049121060229244e-02,1.415758247443734130e-01,2.995299758795024747e-01,8.275185360044530203e-01,-9.540344582928822481e-02,3.082595804666921069e-01,-2.708876849947651835e-02,5.862504747253033388e-01,-4.512670006046691495e-02,3.226364585589536760e-01,5.305901380870522432e-01,4.245735649865354233e-01,3.222747755338088438e-01,5.338280770207833870e-01,-2.314320028147791863e-01,1.521271316363251302e-01,2.700411325045894428e-01,6.353483872690937062e-01,-5.516856707268509574e-02,7.485656342102292582e-02,-3.763215560406052429e-01,1.038272538865459699e-01,-2.653587468249310466e-01,2.278347369577676529e-01,3.342409078198606553e-01,5.877689125485937582e-01,-1.011148538328971586e-01
