1.538682951036469265e-02,1.127022784473984997e-02,7.430861368034474834e-02,-3.681710290182959450e-02,5.838206887116696719e-02,9.942388419335736194e-02,-3.537704794652404838e-02,3.711340653179908203e-03,6.566671909229979121e-02,-4.987026418194229899e-02,1.250603811248483452e-02,2.867665121470778719e-02,-8.968025340656916866e-02,5.254494123834930336e-02,-7.603863405043799484e-02,-2.795751907983541965e-02
-7.661015863813391835e-02,6.343017108870029064e-02,1.011375511138086214e-01,4.158432000995626598e-02,-5.079544874467715326e-02,-1.272312778259136398e-02,-5.563862705489061589e-02,7.417102238963328709e-02,5.350378598730606838e-02,2.235136775570662968e-02,-1.734071205910997461e-03,1.565665978734521666e-02,-7.597069287563715245e-02,2.422385249344117045e-02,1.206930110805391615e-01,3.152208600597201232e-02
1.188277738792532269e-02,-5.529318104509244047e-02,4.370388173237860913e-02,2.206127624613563737e-02,4.854021806546771761e-02,5.836760413387738836e-03,-3.812526558183472469e-02,-3.954455724563473405e-03,8.683557501641028797e-02,1.516022961828829806e-02,-5.704025755867823955e-02,-2.314580326491891618e-02,1.252897330285675237e-02,-3.185274130959245276e-02,1.633534022266257268e-02,3.309350071445913560e-02
-1.017694843170726011e-02,2.030581189849445939e-02,-6.054552310083589906e-02,1.593068235925917397e-01,4.054432015452611587e-02,7.834483566110897468e-02,2.170329340859956935e-02,-2.034058364499997593e-02,-5.485897390683878994e-02,-1.048330479251323305e-01,5.061888328243198398e-02,1.374748851023197271e-01,6.805047419490344029e-02,-2.270863596761176287e-02,-9.129842234610034690e-02,4.498831808797110199e-02
1.194032343576271471e-01,4.409910076685609470e-02,7.406477645530630538e-03,-4.249137108093256621e-02,3.539143195259601693e-03,1.964270265821671871e-02,-1.250019436102000996e-02,1.003621200820355684e-04,5.430506322420065174e-02,-1.785114163733149059e-02,1.069377251989740013e-02,4.007307148895632165e-02,-7.046123261636015600e-02,-1.777076892321659621e-02,-4.468062371877849076e-02,6.950752303447790825e-02
-4.481108201939288521e-02,3.396812074250723373e-02,2.730781596595710861e-02,5.900689431284797393e-02,-3.736390766784103423e-02,-1.050131253077314988e-02,-8.213584497824912012e-02,8.559603510904550960e-02,4.669901956717530112e-02,6.302752412284803527e-03,-9.681171568528006144e-02,4.238318315801022779e-02,-1.335200364075949178e-02,-2.120934726584229255e-02,6.312208892650197911e-02,1.069757361161898825e-02
-9.869105694088314840e-02,9.397966199445439983e-02,-1.375319442918881627e-02,9.134113905110460840e-02,-3.341910790097773337e-02,5.012227793756067994e-03,3.981652734606022648e-02,5.869667534717499385e-02,5.478765752796174032e-02,-6.147304926160850058e-02,6.953676859459935466e-02,9.575521604142310517e-02,-8.069170830197944233e-02,-1.856847312130851038e-02,4.722648743243346506e-03,5.551159123303704701e-02
-1.166846868985178670e-01,-2.768149314510131784e-02,1.957895776456750059e-02,4.219271176796175055e-02,3.445220269888763648e-02,9.301499859901227185e-02,-1.573775926539397463e-02,-3.234329899011217230e-03,2.900760355614562247e-02,-8.750130486626654658e-02,3.108722395494631016e-02,8.153027915404607862e-02,-7.358945602693217625e-02,7.903056395596939898e-02,-5.076427861213072754e-03,9.437771918172122021e-02
9.462681791092979189e-02,-9.320720296700903129e-02,1.328198936627355276e-01,-2.601776704468091936e-02,7.017416024215607229e-02,2.386903740866441470e-01,3.246454085730694078e-02,1.874556786967161437e-01,2.306025591886694953e-02,2.022934850798275286e-01,1.436619959960547810e-01,7.604044580912283635e-02,-2.164376867543108540e-01,-7.187954910295896171e-02,-8.754309880947246103e-02,6.092000626774684430e-02
-7.978784175775029130e-02,-6.111065916198705344e-02,-5.401830176548313989e-02,1.147738809360945439e-01,9.815962836247786594e-02,5.753443805516766235e-02,4.385063928227424940e-02,-3.439458380673866833e-02,3.571706947764986123e-02,2.479542809157801384e-02,-1.168957988970099806e-03,3.166130232963840566e-03,-2.965996585262477628e-02,2.220997135124239824e-02,-4.317806750981483671e-02,8.020729596130223016e-02
