-3.986093218079417300e-01,-4.152709708436209901e+00,4.085084304936355437e+00,3.995355671794592389e+00,5.659557632322066212e+00,8.075254670922635825e+00,-8.284295879620626746e-01,5.567160645915901540e+00,5.845347016596863732e+00,-1.582350549347150359e+00,6.734069385079044512e-02,3.479068496630580487e+00,-3.719930973012972153e+00,2.237775389726065267e+00,-1.667395167715541193e+00,4.911056392827821249e+00
1.328077370830540005e+00,3.817237517005127589e-01,2.801236500120156681e-01,-1.478361573199106216e+00,7.990345031711310053e-01,3.558319054535590720e+00,2.022846473438143777e-01,2.262024976869698278e+00,1.836042234686180663e+00,1.585291271077708952e+00,1.292913885114442829e+00,1.652406099309451815e+00,-9.839430529006752690e-02,1.445130197134051553e+00,7.140394974218575719e-01,3.035839355431717568e-01
3.720378387924561658e-01,1.216756781842171620e+00,-6.682388649897603727e-01,-6.199326375698386293e-01,1.164601445561559423e+00,1.269000895415077768e+00,7.996726645101732700e-01,6.552401043686425508e-01,9.084912425391320490e-01,2.968453649655804938e+00,1.023019953891644018e+00,-1.631755585138874587e-01,-2.927299285337726098e-01,4.162427638720107570e-01,8.940388953748411582e-01,2.064764761931651371e+00
3.980378708661832521e-01,6.835775113542299497e-01,-3.870927283081793124e-01,3.188913409938907151e-01,8.428154053315892180e-02,2.281611052414484753e-01,8.405494039416792074e-01,2.992907791927905056e-02,2.245883384306537889e-01,6.359931766107325135e-01,5.596013522296220399e-01,1.682922918985425009e-01,-3.634943297327395961e-01,-7.680441930377061854e-02,7.483739881851900200e-02,5.319560105028292574e-01
5.816665513698932033e-01,7.146388002846904008e-01,-7.163453975635637461e-01,-2.977989661530736631e-01,7.270108827100091320e-01,1.148318635891715234e+00,7.322074640296277748e-01,2.277304376611755943e-01,3.875203444456840063e-01,2.148233850468427075e+00,8.412111725586584043e-01,-1.151618330865110951e-01,-7.167217901363338584e-01,5.275575288932652374e-01,7.622990559558370238e-01,1.079498488920288546e+00
-7.336876239633794983e-01,4.128770597243680562e-01,-2.226843074779398801e+00,3.232486001166364087e+00,2.482922618779334289e+00,1.119155964312237073e+00,-1.604705832583913083e-01,2.439800755310111757e+00,2.187893427853187855e+00,-2.360752448782803548e+00,9.484956264791433167e-01,4.222080957607439622e+00,3.033937570112365201e+00,1.702898256448245773e+00,5.753985786503958089e+00,8.061693323157518298e-01
2.287333614357673905e+00,1.107545036024225604e+00,-7.794131386770981607e-01,5.823070640853224011e-01,2.486372129669115957e-02,4.151197703801179362e-01,1.515553182821797629e+00,2.452210885821815012e-01,8.364048618102615240e-01,2.297867729989116370e+00,1.432654137938899730e+00,9.392100306970484480e-01,-1.870923849894131630e+00,-1.067639206186747208e-01,9.923189910200379549e-01,2.555581175329143750e+00
1.682342339911401807e-01,3.584624170812981125e-01,1.902553407923648354e-01,-3.275018719656694333e-01,2.315159587850970369e-01,6.039782811273841645e-01,-5.218357143036626844e-02,1.312116673130497013e-01,1.527968501522996569e-01,1.250326159093699541e-01,-9.441302350030171889e-03,1.759640278111617717e-01,-3.811645370657364834e-02,1.555863761904405784e-01,-1.241268016734377137e-02,-2.353657928552086234e-03
9.130999351032166589e-02,3.161009758288677585e-01,-4.581344054688528122e-01,-3.845468415513565996e-01,6.633042872947909896e-02,4.586947493681586829e-01,-1.412471413426081013e-01,4.462235273848264017e-01,1.624420844696528310e-01,3.347229056890658194e-01,9.883764204986958402e-02,7.133275105701182561e-02,5.171087740770140551e-01,2.315863723225872195e-01,9.204392130662257809e-01,3.769288949576926062e-01
1.468827761842701030e+00,2.192231363990131410e-01,-9.410834982844787922e-01,2.500318618714240104e-01,6.894107835348832758e-01,3.537986213555810888e+00,-2.293055849321093298e+00,3.261478902110211742e+00,2.302793434781269966e+00,8.889158434597009828e-01,-8.842307124068847501e-02,2.987363502180509389e+00,1.512262370089564101e+00,6.260730570954177177e-01,5.491428460653570376e+00,1.018753231116236835e+00
2.134772211159857935e+00,1.694853534147325869e+00,-6.261749457140099173e-02,2.981133500269518066e+00,-5.777252774216379283e-02,1.542115851992585496e+00,2.315156030119832398e+00,1.090484974548052710e+00,2.201105944606557951e+00,2.861897471330462572e+00,3.344100037769945022e+00,1.400039893764466692e+00,-3.740664953393575853e+00,7.583939116960722870e-01,1.626061898665074335e+00,4.854927064105876156e+00
