4.802701453132372400e+00,5.619965049430314608e+00,2.313429849710918695e+00,-2.109273538444218499e+00,3.964119215870023361e+00,7.188809407956932240e+00,-8.708795857273138319e-01,4.569559099445525518e+00
3.893308903683474931e+00,-5.331214994083378622e-01,-2.595710964488807670e-01,-1.273010635731209594e-01,1.356650962813675587e+00,1.099003499598411704e+00,9.635277908592534413e-01,2.111219670292312056e+00
2.073136965734598824e+00,6.907883061367403599e-01,-1.445350515553487591e+00,1.903015554493558970e-01,1.023761807376200483e+00,7.862148079774257114e-01,9.758990899964885557e-01,1.715824360130072224e+00
5.060159176509430035e-01,3.362092475829736027e-01,-6.130476991103759321e-01,2.921442984694080369e-01,3.952911717053703838e-02,6.178109584264193099e-01,7.667553857494745495e-01,2.725435935547553257e-01
1.612986036379727484e+00,5.139788094856132528e-01,-1.439984203842811006e+00,1.340539274183599194e-01,8.244955483723293010e-01,6.123267721782923445e-01,9.420530392511488049e-01,1.013107558599456448e+00
-7.147041358077056705e-02,2.548186468243891944e+00,4.003891371208117889e+00,-7.140121203495147784e-01,-1.041712552816209891e+00,-1.252427773136162603e+00,4.814538358400008988e+00,4.138834929967095455e+00
2.618887663651864539e+00,1.258961237883773787e+00,-1.592985787166174116e+00,-9.878884480719166139e-02,7.024345080905214367e-01,2.012001588319533685e+00,2.247686819430679162e+00,-3.845228878344664897e-02
5.823858600208898784e-01,-4.444867951723342411e-03,-1.685302253677334605e-01,1.215507975587725165e-01,4.448374643851701893e-02,1.298050451393718829e-01,-7.146601244721084711e-02,1.912307662650897244e-01
4.558550054397889073e-01,-2.063297951523730966e-01,4.128768537351879681e-03,-1.473808960905338694e-01,1.391351716427048114e-02,-2.719367075714178572e-01,7.030673345544985464e-01,6.065936301714653922e-01
3.793381888036875260e+00,-6.456138387113098676e-02,1.677737391137300360e+00,-2.496491178737334504e+00,8.164858053173240648e-01,2.846464681916967276e-02,3.865950885569700457e+00,2.962325660585231279e+00
4.199209350073063618e+00,3.775827372325613052e+00,-1.626221886086333557e+00,-4.967766132883313368e-01,9.185175659619346789e-01,3.846506202740501923e+00,4.133935748733070348e+00,3.818965098920786283e-01
7.234087707637502085e-01,-3.207258269528527883e-01,-3.977878664559398869e-01,5.954797340338525702e-01,4.496781097447155595e-01,-6.098123243490333190e-02,5.628516339860480805e-02,8.352487287756347190e-01
9.490789660684042506e-01,-1.524031485320234136e-01,-2.370623759168545008e-01,3.975718106474844249e-01,1.750179022549013252e-01,1.531328362104096563e-01,-3.087887065925977101e-02,1.879033032738983700e-01
1.142295232574041808e-01,5.445945481905413166e-01,2.181117458318423963e-01,1.174745629449218454e+00,-1.459740364244141164e-01,1.327143716214839175e-01,1.120496603707745287e+00,1.263577476655127485e-01
8.480208484376929867e-01,-3.007853773492712990e-01,-5.190005868487290036e-03,-8.552545196863552135e-02,1.188729362916515486e-01,1.019199841410794727e-01,5.787629935776752443e-01,2.983336249613244839e-01
-5.953383190537806513e-01,2.491546497874071342e+00,1.635295542444993089e+00,1.750867703516965301e+00,-7.730719343748475580e-01,-2.295714390764461710e-01,3.518802368446459106e+00,3.363921518227891649e+00
3.124274378984018163e+00,3.706744216678441894e+00,7.688061130691239420e-01,1.690992367514135397e+00,-1.147100686035418038e+00,4.245861504754746107e+00,2.445915721662961229e+00,-2.639029010968131139e+00
-1.039836949085606171e-01,1.812610730105618587e-02,3.660800376146964435e-02,6.270308527329689907e-01,-1.100276333441538024e-01,1.648006607972210269e-01,7.852847342391275909e-01,1.310404259878771738e+00
9.870122859916737879e-01,7.734810987765967927e-02,-1.031485418788231856e+00,4.202610508499620701e-01,7.921559163141019821e-01,3.666016270548507205e-01,7.700527944857533669e-01,1.747104425107685710e+00
6.282058076688965542e-01,-1.899380376196888320e-01,-1.186489213419464755e-01,9.141327382062484908e-02,1.229581467176979331e-01,-4.481929382082897040e-01,1.017142188160789606e+00,7.916350189713892149e-01
-4.210201426194786767e-01,2.842421902898886188e+00,3.430685371155727470e+00,-1.186111042103564772e+00,9.694153252404172916e-01,3.297156166731855631e+00,5.464912589612572091e+00,1.962052549718965144e+00
1.230470678429733677e+00,8.363053407658314065e-01,-1.639465956062577667e-01,8.677910871070800836e-01,-4.833334105489556776e-01,-4.558391116641888896e-01,2.535038870539080058e+00,1.697521357528268382e+00
5.777224822443771668e-01,-9.181926307428138478e-03,-3.268043493495295659e-02,-1.451190860691121791e-02,-1.012789602485094365e-01,-3.217441663250065198e-01,9.070911078195192934e-01,7.302378746599046400e-01
2.045747355114051036e+00,9.905855616133957264e-02,5.811485609904284422e-01,3.139110256446026592e-01,-4.503707088597158070e-01,4.748854171326585827e-01,1.559275608924202694e-01,2.940856291130002020e+00
-5.286389824721553499e-01,4.820143017096879312e+00,1.881427749976222197e+00,2.418642709653650691e+00,-1.146464588549879204e+00,1.882897813497940609e+00,3.584806256541023473e+00,1.553948808915711188e+00
3.116690028279059943e-01,8.840606591966941596e-02,1.733026645995058151e-02,3.639104982433197799e-01,-2.082110872502361543e-01,5.501286983452144952e-01,5.458330601400573912e-01,1.263406818205061177e-01
